index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
85,ATL,ATL @ WAS,04/06/2018,W,240,103,38,79,48.1,11,33,33.3,16,23,69.6,7,43,50,24,5,5,18,22,6
86,WAS,WAS vs. ATL,04/06/2018,L,240,97,35,87,40.2,9,25,36.0,18,23,78.3,9,36,45,18,8,4,12,15,-6
87,DET,DET vs. DAL,04/06/2018,W,265,113,46,92,50.0,12,30,40.0,9,17,52.9,6,43,49,24,6,4,11,19,7
88,DAL,DAL @ DET,04/06/2018,L,265,106,40,92,43.5,13,39,33.3,13,18,72.2,10,36,46,26,7,5,12,20,-7
89,CHA,CHA @ ORL,04/06/2018,W,240,137,48,86,55.8,17,31,54.8,24,26,92.3,9,41,50,32,4,5,10,15,37
90,ORL,ORL vs. CHA,04/06/2018,L,240,100,42,94,44.7,9,23,39.1,7,13,53.8,12,24,36,27,2,3,9,19,-37
91,CHI,CHI @ BOS,04/06/2018,L,240,104,40,86,46.5,14,30,46.7,10,17,58.8,9,34,43,25,15,0,17,22,-7
92,BOS,BOS vs. CHI,04/06/2018,W,240,111,45,81,55.6,14,34,41.2,7,17,41.2,6,40,46,35,9,6,18,15,7
93,PHX,PHX vs. NOP,04/06/2018,L,240,103,37,94,39.4,9,33,27.3,20,26,76.9,12,36,48,20,8,4,14,18,-19
94,NOP,NOP @ PHX,04/06/2018,W,240,122,45,99,45.5,16,38,42.1,16,20,80.0,13,42,55,29,9,7,15,22,19
95,NYK,NYK vs. MIA,04/06/2018,W,240,122,45,89,50.6,18,37,48.6,14,21,66.7,9,42,51,33,7,5,12,23,24
96,MIA,MIA @ NYK,04/06/2018,L,240,98,35,88,39.8,7,27,25.9,21,22,95.5,7,35,42,20,7,5,12,19,-24
97,MIN,MIN @ LAL,04/06/2018,W,240,113,43,100,43.0,8,26,30.8,19,26,73.1,18,30,48,25,14,8,5,24,17
98,LAL,LAL vs. MIN,04/06/2018,L,240,96,31,79,39.2,8,24,33.3,26,32,81.3,13,40,53,16,3,2,21,21,-17
99,PHI,PHI vs. CLE,04/06/2018,W,240,132,50,101,49.5,14,39,35.9,18,21,85.7,11,33,44,35,11,7,12,23,2
100,CLE,CLE @ PHI,04/06/2018,L,240,130,45,87,51.7,16,34,47.1,24,33,72.7,8,33,41,24,6,2,15,20,-2
101,MIN,MIN @ DEN,04/05/2018,L,240,96,39,91,42.9,6,24,25.0,12,16,75.0,12,35,47,22,4,1,8,19,-4
102,DEN,DEN vs. MIN,04/05/2018,W,240,100,35,89,39.3,11,36,30.6,19,22,86.4,13,34,47,21,3,7,11,17,4
103,BKN,BKN @ MIL,04/05/2018,W,240,119,41,75,54.7,19,39,48.7,18,21,85.7,4,37,41,30,3,12,20,21,8
104,MIL,MIL vs. BKN,04/05/2018,L,240,111,41,93,44.1,5,20,25.0,24,30,80.0,12,29,41,21,12,2,8,19,-8
105,UTA,UTA vs. LAC,04/05/2018,W,240,117,44,83,53.0,10,27,37.0,19,28,67.9,10,28,38,27,7,8,11,22,22
106,LAC,LAC @ UTA,04/05/2018,L,240,95,35,79,44.3,3,17,17.6,22,28,78.6,11,28,39,18,7,3,16,25,-22
107,IND,IND vs. GSW,04/05/2018,W,240,126,50,93,53.8,15,29,51.7,11,15,73.3,13,34,47,32,11,3,13,24,20
108,GSW,GSW @ IND,04/05/2018,L,240,106,37,83,44.6,9,29,31.0,23,24,95.8,13,26,39,29,6,5,16,14,-20
109,HOU,HOU vs. POR,04/05/2018,W,240,96,34,73,46.6,13,37,35.1,15,24,62.5,6,32,38,16,10,5,17,16,2
110,POR,POR @ HOU,04/05/2018,L,240,94,39,85,45.9,7,22,31.8,9,14,64.3,12,35,47,16,10,2,18,20,-2
111,WAS,WAS @ CLE,04/05/2018,L,240,115,47,94,50.0,9,21,42.9,12,14,85.7,12,29,41,34,8,7,15,23,-4
112,CLE,CLE vs. WAS,04/05/2018,W,240,119,42,77,54.5,13,27,48.1,22,28,78.6,5,30,35,26,10,3,16,14,4
113,MEM,MEM @ NOP,04/04/2018,L,240,95,37,93,39.8,10,32,31.3,11,15,73.3,11,26,37,19,9,1,21,19,-28
114,NOP,NOP vs. MEM,04/04/2018,W,240,123,45,86,52.3,16,36,44.4,17,19,89.5,11,37,48,32,14,7,18,19,28
115,TOR,TOR vs. BOS,04/04/2018,W,240,96,40,92,43.5,10,33,30.3,6,8,75.0,12,36,48,23,10,6,11,25,18
116,BOS,BOS @ TOR,04/04/2018,L,240,78,25,75,33.3,3,22,13.6,25,28,89.3,8,35,43,10,7,3,17,16,-18
117,MIA,MIA @ ATL,04/04/2018,W,240,115,42,94,44.7,17,38,44.7,14,17,82.4,10,44,54,23,9,10,12,17,29
118,ATL,ATL vs. MIA,04/04/2018,L,240,86,33,90,36.7,9,30,30.0,11,17,64.7,10,38,48,20,5,6,16,16,-29
119,PHI,PHI @ DET,04/04/2018,W,240,115,44,89,49.4,13,30,43.3,14,19,73.7,7,37,44,32,11,3,13,17,7
120,DET,DET vs. PHI,04/04/2018,L,240,108,39,88,44.3,16,36,44.4,14,23,60.9,9,33,42,30,4,5,18,19,-7
121,DAL,DAL @ ORL,04/04/2018,L,240,100,39,89,43.8,10,30,33.3,12,17,70.6,11,32,43,24,3,1,12,23,-5
122,ORL,ORL vs. DAL,04/04/2018,W,240,105,39,86,45.3,8,29,27.6,19,27,70.4,12,35,47,27,4,10,13,15,5
123,SAS,SAS @ LAL,04/04/2018,L,265,112,42,97,43.3,9,23,39.1,19,27,70.4,15,31,46,25,7,5,10,20,-10
124,LAL,LAL vs. SAS,04/04/2018,W,265,122,47,86,54.7,13,24,54.2,15,18,83.3,4,40,44,32,4,3,14,22,10
125,OKC,OKC vs. GSW,04/03/2018,L,240,107,35,93,37.6,9,38,23.7,28,37,75.7,22,36,58,13,8,3,16,20,-4
126,GSW,GSW @ OKC,04/03/2018,W,240,111,41,83,49.4,8,29,27.6,21,24,87.5,6,34,40,27,9,5,13,25,4
127,DEN,DEN vs. IND,04/03/2018,W,240,107,41,89,46.1,10,32,31.3,15,20,75.0,13,36,49,31,10,8,16,19,3
128,IND,IND @ DEN,04/03/2018,L,240,104,41,84,48.8,9,19,47.4,13,16,81.3,6,29,35,23,11,4,13,24,-3
129,MIL,MIL vs. BOS,04/03/2018,W,240,106,43,79,54.4,5,20,25.0,15,21,71.4,9,32,41,27,6,5,15,23,4
130,BOS,BOS @ MIL,04/03/2018,L,240,102,38,81,46.9,7,23,30.4,19,24,79.2,10,27,37,19,10,6,17,17,-4
131,LAL,LAL @ UTA,04/03/2018,L,240,110,36,74,48.6,14,28,50.0,24,36,66.7,7,32,39,23,7,5,16,23,-7
132,UTA,UTA vs. LAL,04/03/2018,W,240,117,43,89,48.3,14,33,42.4,17,27,63.0,14,33,47,29,10,5,14,22,7
133,POR,POR @ DAL,04/03/2018,L,240,109,39,87,44.8,10,40,25.0,21,24,87.5,5,41,46,28,6,2,13,20,-6
134,DAL,DAL vs. POR,04/03/2018,W,240,115,42,92,45.7,17,44,38.6,14,20,70.0,8,35,43,27,8,5,7,16,6
135,SAS,SAS @ LAC,04/03/2018,L,240,110,39,88,44.3,8,24,33.3,24,28,85.7,10,29,39,24,13,10,12,29,-3
136,LAC,LAC vs. SAS,04/03/2018,W,240,113,37,82,45.1,5,16,31.3,34,43,79.1,12,35,47,21,8,2,15,23,3
137,ATL,ATL @ MIA,04/03/2018,L,240,98,37,88,42.0,13,33,39.4,11,15,73.3,12,37,49,24,10,1,18,15,-3
138,MIA,MIA vs. ATL,04/03/2018,W,240,101,41,91,45.1,8,33,24.2,11,13,84.6,11,35,46,22,10,8,14,16,3
139,HOU,HOU vs. WAS,04/03/2018,W,240,120,43,84,51.2,16,46,34.8,18,27,66.7,10,36,46,26,13,3,12,14,16
140,WAS,WAS @ HOU,04/03/2018,L,240,104,38,72,52.8,12,25,48.0,16,23,69.6,3,33,36,25,6,1,17,21,-16
141,TOR,TOR @ CLE,04/03/2018,L,240,106,42,94,44.7,11,34,32.4,11,14,78.6,9,37,46,28,7,1,11,23,-6
142,CLE,CLE vs. TOR,04/03/2018,W,240,112,38,77,49.4,13,30,43.3,23,26,88.5,2,40,42,18,8,6,12,17,6
143,SAC,SAC @ PHX,04/03/2018,L,240,94,33,89,37.1,11,27,40.7,17,23,73.9,10,30,40,20,5,5,10,24,-3
144,PHX,PHX vs. SAC,04/03/2018,W,240,97,35,77,45.5,6,17,35.3,21,33,63.6,6,46,52,18,6,5,15,22,3
145,NYK,NYK vs. ORL,04/03/2018,L,240,73,30,86,34.9,4,27,14.8,9,12,75.0,7,35,42,17,5,9,12,17,-24
146,ORL,ORL @ NYK,04/03/2018,W,240,97,37,88,42.0,11,36,30.6,12,18,66.7,11,42,53,28,7,5,11,12,24
147,CHA,CHA @ CHI,04/03/2018,L,240,114,40,81,49.4,13,34,38.2,21,28,75.0,10,39,49,24,3,4,20,16,-6
148,CHI,CHI vs. CHA,04/03/2018,W,240,120,46,99,46.5,15,34,44.1,13,18,72.2,11,33,44,26,9,4,8,20,6
149,BKN,BKN @ PHI,04/03/2018,L,240,95,34,81,42.0,17,42,40.5,10,23,43.5,3,33,36,20,5,6,18,15,-26
150,PHI,PHI vs. BKN,04/03/2018,W,240,121,50,91,54.9,9,21,42.9,12,18,66.7,7,48,55,28,10,10,10,22,26
151,NOP,NOP vs. OKC,04/01/2018,L,240,104,38,83,45.8,11,32,34.4,17,23,73.9,7,37,44,28,13,3,21,20,-5
152,OKC,OKC @ NOP,04/01/2018,W,240,109,41,95,43.2,9,31,29.0,18,25,72.0,14,37,51,24,13,4,18,22,5
153,UTA,UTA @ MIN,04/01/2018,W,240,121,46,76,60.5,11,28,39.3,18,25,72.0,6,39,45,29,8,7,17,19,24
154,MIN,MIN vs. UTA,04/01/2018,L,240,97,38,90,42.2,8,24,33.3,13,14,92.9,7,25,32,19,10,1,14,17,-24
155,CHA,CHA vs. PHI,04/01/2018,L,240,102,33,82,40.2,9,30,30.0,27,34,79.4,9,31,40,17,8,7,16,13,-17
156,PHI,PHI @ CHA,04/01/2018,W,240,119,48,94,51.1,14,32,43.8,9,10,90.0,7,37,44,36,15,5,14,24,17
157,DEN,DEN vs. MIL,04/01/2018,W,265,128,40,90,44.4,11,36,30.6,37,46,80.4,17,40,57,27,2,8,17,23,3
158,MIL,MIL @ DEN,04/01/2018,L,265,125,45,100,45.0,12,33,36.4,23,27,85.2,11,34,45,27,9,3,9,37,-3
159,ORL,ORL @ ATL,04/01/2018,L,240,88,33,96,34.4,10,36,27.8,12,13,92.3,11,30,41,19,8,6,5,10,-6
160,ATL,ATL vs. ORL,04/01/2018,W,240,94,41,85,48.2,11,36,30.6,1,1,100.0,5,47,52,33,0,3,16,15,6
161,MEM,MEM @ POR,04/01/2018,L,240,98,40,88,45.5,9,21,42.9,9,12,75.0,9,33,42,20,7,5,17,19,-15
162,POR,POR vs. MEM,04/01/2018,W,240,113,39,84,46.4,12,38,31.6,23,25,92.0,8,35,43,28,9,2,14,15,15
163,LAC,LAC vs. IND,04/01/2018,L,240,104,42,82,51.2,9,25,36.0,11,14,78.6,12,24,36,24,6,6,13,19,-7
164,IND,IND @ LAC,04/01/2018,W,240,111,42,86,48.8,11,28,39.3,16,21,76.2,15,25,40,23,8,4,11,12,7
165,DAL,DAL @ CLE,04/01/2018,L,240,87,32,79,40.5,13,37,35.1,10,11,90.9,4,34,38,15,5,3,15,20,-11
166,CLE,CLE vs. DAL,04/01/2018,W,240,98,35,85,41.2,11,26,42.3,17,23,73.9,10,40,50,21,7,1,11,12,11
167,DET,DET @ BKN,04/01/2018,W,240,108,38,84,45.2,7,19,36.8,25,32,78.1,10,43,53,17,9,3,11,16,12
168,BKN,BKN vs. DET,04/01/2018,L,240,96,37,87,42.5,12,43,27.9,10,15,66.7,6,34,40,23,5,5,12,22,-12
169,CHI,CHI vs. WAS,04/01/2018,W,240,113,43,82,52.4,18,34,52.9,9,13,69.2,6,34,40,30,7,1,17,17,19
170,WAS,WAS @ CHI,04/01/2018,L,240,94,37,81,45.7,8,30,26.7,12,12,100.0,6,31,37,27,5,4,17,12,-19
171,LAL,LAL vs. SAC,04/01/2018,L,240,83,30,75,40.0,7,32,21.9,16,25,64.0,10,37,47,18,5,6,15,15,-1
172,SAC,SAC @ LAL,04/01/2018,W,240,84,35,92,38.0,7,24,29.2,7,14,50.0,13,34,47,17,9,5,10,20,1
173,HOU,HOU @ SAS,04/01/2018,L,240,83,26,77,33.8,7,31,22.6,24,29,82.8,8,34,42,12,3,3,10,19,-17
174,SAS,SAS vs. HOU,04/01/2018,W,240,100,40,81,49.4,6,17,35.3,14,21,66.7,8,40,48,19,8,8,9,19,17
175,PHX,PHX @ GSW,04/01/2018,L,240,107,41,90,45.6,11,31,35.5,14,16,87.5,9,33,42,26,8,4,15,12,-10
176,GSW,GSW vs. PHX,04/01/2018,W,240,117,48,89,53.9,13,28,46.4,8,9,88.9,7,38,45,31,10,7,15,14,10
177,CHA,CHA @ WAS,03/31/2018,L,240,93,35,77,45.5,6,23,26.1,17,27,63.0,9,37,46,22,6,2,17,14,-14
178,WAS,WAS vs. CHA,03/31/2018,W,240,107,40,88,45.5,18,39,46.2,9,12,75.0,11,33,44,30,11,4,12,23,14
179,GSW,GSW @ SAC,03/31/2018,W,240,112,41,83,49.4,9,26,34.6,21,28,75.0,6,36,42,28,9,6,11,18,16
180,SAC,SAC vs. GSW,03/31/2018,L,240,96,36,87,41.4,8,28,28.6,16,19,84.2,11,36,47,27,5,6,16,23,-16
181,MIA,MIA vs. BKN,03/31/2018,L,265,109,43,95,45.3,7,17,41.2,16,21,76.2,10,41,51,19,6,6,18,22,-1
182,BKN,BKN @ MIA,03/31/2018,W,265,110,39,91,42.9,10,35,28.6,22,28,78.6,7,40,47,28,11,5,17,24,1
183,TOR,TOR @ BOS,03/31/2018,L,240,99,37,80,46.3,8,35,22.9,17,22,77.3,9,37,46,23,1,5,15,26,-11
184,BOS,BOS vs. TOR,03/31/2018,W,240,110,40,88,45.5,7,17,41.2,23,27,85.2,8,33,41,19,6,3,6,23,11
185,NYK,NYK vs. DET,03/31/2018,L,240,109,43,91,47.3,13,29,44.8,10,12,83.3,9,31,40,31,4,1,14,18,-6
186,DET,DET @ NYK,03/31/2018,W,240,115,44,85,51.8,10,24,41.7,17,22,77.3,10,33,43,24,8,5,9,15,6
187,DEN,DEN @ OKC,03/30/2018,W,265,126,49,94,52.1,10,30,33.3,18,21,85.7,12,46,58,27,4,5,15,24,1
188,OKC,OKC vs. DEN,03/30/2018,L,265,125,45,108,41.7,20,44,45.5,15,27,55.6,18,32,50,25,13,2,8,22,-1
189,DAL,DAL vs. MIN,03/30/2018,L,240,92,38,86,44.2,11,28,39.3,5,7,71.4,6,40,46,22,5,5,14,17,-1
190,MIN,MIN @ DAL,03/30/2018,W,240,93,35,83,42.2,8,25,32.0,15,17,88.2,6,38,44,14,10,6,10,13,1
191,UTA,UTA vs. MEM,03/30/2018,W,240,107,40,74,54.1,12,31,38.7,15,26,57.7,7,31,38,24,7,5,17,19,10
192,MEM,MEM @ UTA,03/30/2018,L,240,97,39,81,48.1,9,23,39.1,10,15,66.7,7,26,33,24,8,4,15,21,-10
193,PHI,PHI @ ATL,03/30/2018,W,240,101,42,95,44.2,8,38,21.1,9,13,69.2,9,44,53,34,10,6,15,18,10
194,ATL,ATL vs. PHI,03/30/2018,L,240,91,36,101,35.6,9,39,23.1,10,15,66.7,15,44,59,24,9,4,17,14,-10
195,LAC,LAC @ POR,03/30/2018,L,240,96,36,89,40.4,4,13,30.8,20,35,57.1,11,35,46,13,5,5,10,16,-9
196,POR,POR vs. LAC,03/30/2018,W,240,105,41,95,43.2,8,30,26.7,15,16,93.8,13,37,50,30,9,10,11,25,9
197,ORL,ORL vs. CHI,03/30/2018,L,240,82,31,94,33.0,7,39,17.9,13,14,92.9,12,43,55,16,11,5,13,18,-8
198,CHI,CHI @ ORL,03/30/2018,W,240,90,30,84,35.7,14,41,34.1,16,23,69.6,11,42,53,16,11,7,17,17,8
199,PHX,PHX @ HOU,03/30/2018,L,240,103,41,84,48.8,12,32,37.5,9,13,69.2,8,38,46,23,8,5,18,21,-1
200,HOU,HOU vs. PHX,03/30/2018,W,240,104,35,81,43.2,14,38,36.8,20,29,69.0,8,31,39,22,9,7,10,12,1
201,CLE,CLE vs. NOP,03/30/2018,W,240,107,43,90,47.8,10,24,41.7,11,15,73.3,9,36,45,22,6,2,10,14,5
202,NOP,NOP @ CLE,03/30/2018,L,240,102,43,89,48.3,11,26,42.3,5,6,83.3,7,34,41,25,4,2,11,19,-5
203,MIL,MIL @ LAL,03/30/2018,W,265,124,45,94,47.9,11,29,37.9,23,28,82.1,8,31,39,24,14,6,13,25,2
204,LAL,LAL vs. MIL,03/30/2018,L,265,122,48,94,51.1,8,27,29.6,18,25,72.0,15,41,56,33,5,3,19,23,-2
205,SAC,SAC vs. IND,03/29/2018,L,240,103,42,78,53.8,13,31,41.9,6,9,66.7,6,26,32,27,3,2,18,24,-3
206,IND,IND @ SAC,03/29/2018,W,240,106,40,80,50.0,8,26,30.8,18,20,90.0,7,27,34,23,9,4,10,17,3
207,CHI,CHI @ MIA,03/29/2018,L,240,92,33,90,36.7,6,26,23.1,20,26,76.9,14,36,50,19,10,5,18,19,-11
208,MIA,MIA vs. CHI,03/29/2018,W,240,103,37,82,45.1,7,27,25.9,22,24,91.7,7,37,44,20,7,7,17,23,11
209,DET,DET vs. WAS,03/29/2018,W,240,103,41,84,48.8,6,21,28.6,15,20,75.0,10,34,44,26,9,3,18,14,11
210,WAS,WAS @ DET,03/29/2018,L,240,92,37,89,41.6,6,32,18.8,12,15,80.0,12,31,43,28,9,6,15,19,-11
211,GSW,GSW vs. MIL,03/29/2018,L,240,107,41,75,54.7,10,20,50.0,15,15,100.0,2,29,31,26,10,7,19,19,-9
212,MIL,MIL @ GSW,03/29/2018,W,240,116,48,87,55.2,11,20,55.0,9,10,90.0,7,29,36,30,16,3,16,17,9
213,OKC,OKC @ SAS,03/29/2018,L,240,99,37,85,43.5,11,30,36.7,14,21,66.7,10,33,43,19,11,3,15,23,-4
214,SAS,SAS vs. OKC,03/29/2018,W,240,103,34,81,42.0,13,31,41.9,22,30,73.3,14,34,48,22,13,6,18,18,4
215,MEM,MEM vs. POR,03/28/2018,W,240,108,41,84,48.8,13,25,52.0,13,23,56.5,11,35,46,23,7,2,15,24,5
216,POR,POR @ MEM,03/28/2018,L,240,103,38,79,48.1,8,30,26.7,19,30,63.3,8,30,38,15,7,8,12,20,-5
217,MIN,MIN vs. ATL,03/28/2018,W,240,126,48,90,53.3,13,30,43.3,17,21,81.0,7,30,37,33,9,1,13,20,12
218,ATL,ATL @ MIN,03/28/2018,L,240,114,41,77,53.2,13,27,48.1,19,23,82.6,4,33,37,26,10,2,19,22,-12
219,CLE,CLE @ CHA,03/28/2018,W,240,118,45,93,48.4,11,28,39.3,17,20,85.0,11,27,38,22,9,1,6,19,13
220,CHA,CHA vs. CLE,03/28/2018,L,240,105,39,76,51.3,5,21,23.8,22,24,91.7,6,34,40,20,2,2,13,16,-13
221,UTA,UTA vs. BOS,03/28/2018,L,240,94,34,82,41.5,9,33,27.3,17,21,81.0,12,33,45,25,7,6,16,18,-3
222,BOS,BOS @ UTA,03/28/2018,W,240,97,35,79,44.3,12,21,57.1,15,20,75.0,11,31,42,20,11,2,18,18,3
223,BKN,BKN @ ORL,03/28/2018,W,240,111,40,87,46.0,12,34,35.3,19,22,86.4,11,37,48,28,6,5,9,17,7
224,ORL,ORL vs. BKN,03/28/2018,L,240,104,40,92,43.5,11,31,35.5,13,16,81.3,11,33,44,25,4,4,10,18,-7
225,LAC,LAC @ PHX,03/28/2018,W,240,111,43,80,53.8,8,17,47.1,17,25,68.0,11,40,51,26,7,4,21,17,12
226,PHX,PHX vs. LAC,03/28/2018,L,240,99,38,88,43.2,10,34,29.4,13,18,72.2,9,30,39,17,13,4,14,20,-12
227,DAL,DAL @ LAL,03/28/2018,L,240,93,33,84,39.3,13,44,29.5,14,19,73.7,6,34,40,17,10,1,11,22,-10
228,LAL,LAL vs. DAL,03/28/2018,W,240,103,36,77,46.8,9,33,27.3,22,32,68.8,7,42,49,25,6,5,15,16,10
229,PHI,PHI vs. NYK,03/28/2018,W,240,118,45,98,45.9,9,31,29.0,19,27,70.4,14,44,58,34,9,3,12,19,17
230,NYK,NYK @ PHI,03/28/2018,L,240,101,36,94,38.3,9,31,29.0,20,26,76.9,10,36,46,20,4,5,17,22,-17
231,NOP,NOP vs. POR,03/27/2018,L,240,103,43,94,45.7,4,24,16.7,13,14,92.9,11,43,54,28,3,10,16,19,-4
232,POR,POR @ NOP,03/27/2018,W,240,107,44,105,41.9,10,32,31.3,9,10,90.0,17,30,47,20,11,7,10,17,4
233,TOR,TOR vs. DEN,03/27/2018,W,240,114,47,92,51.1,13,34,38.2,7,9,77.8,9,28,37,33,6,16,9,18,4
234,DEN,DEN @ TOR,03/27/2018,L,240,110,42,89,47.2,13,30,43.3,13,14,92.9,10,30,40,26,6,6,13,16,-4
235,SAS,SAS @ WAS,03/27/2018,L,240,106,39,87,44.8,10,25,40.0,18,33,54.5,10,27,37,29,7,5,8,17,-10
236,WAS,WAS vs. SAS,03/27/2018,W,240,116,46,85,54.1,10,24,41.7,14,18,77.8,10,40,50,33,5,7,16,27,10
237,DAL,DAL @ SAC,03/27/2018,W,240,103,36,80,45.0,14,40,35.0,17,25,68.0,4,39,43,25,7,9,13,17,6
238,SAC,SAC vs. DAL,03/27/2018,L,240,97,38,93,40.9,6,23,26.1,15,19,78.9,10,35,45,25,6,6,10,22,-6
239,LAC,LAC vs. MIL,03/27/2018,W,240,105,40,86,46.5,15,28,53.6,10,18,55.6,8,33,41,23,8,4,15,23,7
240,MIL,MIL @ LAC,03/27/2018,L,240,98,38,83,45.8,6,23,26.1,16,23,69.6,8,36,44,24,12,11,17,14,-7
241,MIA,MIA vs. CLE,03/27/2018,W,240,98,37,78,47.4,9,29,31.0,15,20,75.0,9,35,44,24,10,9,16,18,19
242,CLE,CLE @ MIA,03/27/2018,L,240,79,31,85,36.5,4,26,15.4,13,19,68.4,12,30,42,15,8,1,15,18,-19
243,CHI,CHI @ HOU,03/27/2018,L,240,86,34,89,38.2,8,37,21.6,10,17,58.8,13,38,51,17,8,1,19,17,-32
244,HOU,HOU vs. CHI,03/27/2018,W,240,118,41,93,44.1,18,57,31.6,18,21,85.7,9,37,46,28,15,6,10,12,32
245,IND,IND @ GSW,03/27/2018,W,240,92,39,81,48.1,6,21,28.6,8,12,66.7,8,30,38,22,10,2,12,14,11
246,GSW,GSW vs. IND,03/27/2018,L,240,81,35,86,40.7,5,17,29.4,6,9,66.7,17,34,51,21,4,9,17,17,-11
247,NYK,NYK @ CHA,03/26/2018,L,265,128,54,105,51.4,9,30,30.0,11,11,100.0,11,30,41,25,6,1,11,27,-9
248,CHA,CHA vs. NYK,03/26/2018,W,265,137,51,93,54.8,11,28,39.3,24,28,85.7,11,32,43,25,5,4,15,12,9
249,MIN,MIN vs. MEM,03/26/2018,L,240,93,33,79,41.8,8,24,33.3,19,24,79.2,7,30,37,21,7,6,16,15,-8
250,MEM,MEM @ MIN,03/26/2018,W,240,101,40,84,47.6,15,31,48.4,6,9,66.7,7,28,35,25,8,4,14,23,8
251,DET,DET vs. LAL,03/26/2018,W,240,112,44,100,44.0,13,33,39.4,11,15,73.3,10,40,50,21,4,2,7,26,6
252,LAL,LAL @ DET,03/26/2018,L,240,106,40,85,47.1,6,23,26.1,20,25,80.0,6,41,47,29,3,7,10,20,-6
253,BOS,BOS @ PHX,03/26/2018,W,240,102,37,87,42.5,14,29,48.3,14,14,100.0,10,34,44,24,10,3,12,19,8
254,PHX,PHX vs. BOS,03/26/2018,L,240,94,36,81,44.4,12,35,34.3,10,19,52.6,11,36,47,18,8,5,17,18,-8
255,PHI,PHI vs. DEN,03/26/2018,W,240,123,46,91,50.5,13,29,44.8,18,25,72.0,14,39,53,35,6,6,18,28,19
256,DEN,DEN @ PHI,03/26/2018,L,240,104,36,84,42.9,11,32,34.4,21,34,61.8,9,28,37,27,10,7,17,21,-19
257,POR,POR @ OKC,03/25/2018,W,240,108,42,90,46.7,9,34,26.5,15,19,78.9,18,31,49,20,8,7,14,19,3
258,OKC,OKC vs. POR,03/25/2018,L,240,105,37,84,44.0,8,27,29.6,23,28,82.1,13,26,39,16,9,5,11,19,-3
259,TOR,TOR vs. LAC,03/25/2018,L,240,106,41,92,44.6,16,36,44.4,8,14,57.1,13,35,48,24,3,6,16,23,-11
260,LAC,LAC @ TOR,03/25/2018,W,240,117,44,95,46.3,8,18,44.4,21,27,77.8,12,32,44,17,7,5,9,16,11
261,WAS,WAS vs. NYK,03/25/2018,L,240,97,37,87,42.5,6,19,31.6,17,23,73.9,14,32,46,25,10,7,14,16,-4
262,NYK,NYK @ WAS,03/25/2018,W,240,101,41,88,46.6,6,22,27.3,13,15,86.7,10,34,44,26,10,6,15,19,4
263,SAC,SAC vs. BOS,03/25/2018,L,240,93,38,82,46.3,7,26,26.9,10,10,100.0,7,27,34,18,7,1,14,16,-11
264,BOS,BOS @ SAC,03/25/2018,W,240,104,40,72,55.6,12,22,54.5,12,17,70.6,3,32,35,23,9,2,16,11,11
265,SAS,SAS @ MIL,03/25/2018,L,240,103,41,92,44.6,4,17,23.5,17,21,81.0,20,33,53,16,4,2,12,17,-3
266,MIL,MIL vs. SAS,03/25/2018,W,240,106,42,86,48.8,9,27,33.3,13,18,72.2,9,28,37,27,6,6,10,18,3
267,IND,IND vs. MIA,03/25/2018,W,265,113,44,90,48.9,8,23,34.8,17,21,81.0,10,41,51,26,12,7,17,17,6
268,MIA,MIA @ IND,03/25/2018,L,265,107,41,86,47.7,14,35,40.0,11,14,78.6,7,32,39,32,10,3,17,20,-6
269,ATL,ATL @ HOU,03/25/2018,L,240,99,39,88,44.3,11,40,27.5,10,11,90.9,7,38,45,18,5,2,13,14,-19
270,HOU,HOU vs. ATL,03/25/2018,W,240,118,44,90,48.9,20,52,38.5,10,11,90.9,6,39,45,28,7,4,12,12,19
271,CLE,CLE @ BKN,03/25/2018,W,240,121,44,87,50.6,12,28,42.9,21,26,80.8,11,38,49,25,5,2,11,21,7
272,BKN,BKN vs. CLE,03/25/2018,L,240,114,38,83,45.8,17,37,45.9,21,26,80.8,7,31,38,27,7,3,10,23,-7
273,UTA,UTA @ GSW,03/25/2018,W,240,110,42,87,48.3,12,28,42.9,14,18,77.8,11,36,47,27,6,8,14,16,19
274,GSW,GSW vs. UTA,03/25/2018,L,240,91,38,91,41.8,6,15,40.0,9,10,90.0,14,27,41,24,9,7,11,19,-19
275,LAL,LAL @ MEM,03/24/2018,W,240,100,35,86,40.7,13,38,34.2,17,25,68.0,11,33,44,19,7,2,12,20,7
276,MEM,MEM vs. LAL,03/24/2018,L,240,93,35,84,41.7,5,29,17.2,18,22,81.8,11,32,43,20,7,6,11,21,-7
277,CHA,CHA @ DAL,03/24/2018,W,240,102,35,92,38.0,12,25,48.0,20,29,69.0,13,49,62,21,10,4,13,14,4
278,DAL,DAL vs. CHA,03/24/2018,L,240,98,36,91,39.6,12,41,29.3,14,19,73.7,5,47,52,22,10,6,12,22,-4
279,DET,DET vs. CHI,03/24/2018,W,240,117,43,87,49.4,16,42,38.1,15,18,83.3,12,37,49,33,6,7,14,11,22
280,CHI,CHI @ DET,03/24/2018,L,240,95,39,97,40.2,11,35,31.4,6,9,66.7,14,30,44,27,10,1,13,20,-22
