;TEAM;MATCH UP;GAME DATE;W/L;MIN;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;STL;BLK;TOV;PF;+/-
1245;BOS;BOS vs. MIL;11/01/2018;W;240;117;41;92;44.6;24;55;43.6;11;13;84.6;8;34;42;30;5;8;13;23;4
1246;LAC;LAC @ PHI;11/01/2018;L;240;113;38;86;44.2;9;23;39.1;28;33;84.8;8;34;42;19;6;7;18;28;-9
1247;PHI;PHI vs. LAC;11/01/2018;W;240;122;44;93;47.3;13;27;48.1;21;28;75.0;10;33;43;29;7;7;16;30;9
1248;UTA;UTA @ MIN;10/31/2018;L;240;125;47;97;48.5;13;30;43.3;18;30;60.0;20;28;48;25;9;5;14;22;-3
1249;MIN;MIN vs. UTA;10/31/2018;W;240;128;50;86;58.1;12;25;48.0;16;24;66.7;7;34;41;19;10;8;16;28;3
1250;DET;DET @ BKN;10/31/2018;L;265;119;39;93;41.9;11;34;32.4;30;39;76.9;14;41;55;16;8;6;17;30;-1
1251;BKN;BKN vs. DET;10/31/2018;W;265;120;43;101;42.6;12;38;31.6;22;30;73.3;18;37;55;26;5;3;16;33;1
1252;SAS;SAS @ PHX;10/31/2018;W;240;120;46;83;55.4;4;18;22.2;24;26;92.3;6;41;47;24;7;6;14;15;30
1253;PHX;PHX vs. SAS;10/31/2018;L;240;90;35;90;38.9;6;24;25.0;14;18;77.8;7;28;35;21;10;3;15;26;-30
1254;NYK;NYK vs. IND;10/31/2018;L;240;101;34;79;43.0;12;25;48.0;21;24;87.5;9;26;35;18;6;6;17;19;-6
1255;IND;IND @ NYK;10/31/2018;W;240;107;45;83;54.2;6;20;30.0;11;17;64.7;10;31;41;24;10;10;15;19;6
1256;DEN;DEN @ CHI;10/31/2018;W;265;108;45;99;45.5;7;26;26.9;11;18;61.1;17;39;56;24;7;9;16;16;1
1257;CHI;CHI vs. DEN;10/31/2018;L;265;107;39;92;42.4;16;34;47.1;13;18;72.2;10;33;43;27;7;6;14;23;-1
1258;DAL;DAL @ LAL;10/31/2018;L;240;113;43;86;50.0;13;29;44.8;14;19;73.7;10;30;40;24;5;5;23;24;-1
1259;LAL;LAL vs. DAL;10/31/2018;W;240;114;43;84;51.2;10;17;58.8;18;24;75.0;8;31;39;23;12;6;20;27;1
1260;GSW;GSW vs. NOP;10/31/2018;W;240;131;47;89;52.8;16;32;50.0;21;30;70.0;12;34;46;39;10;4;17;24;10
1261;NOP;NOP @ GSW;10/31/2018;L;240;121;44;92;47.8;12;35;34.3;21;27;77.8;12;30;42;24;8;2;16;26;-10
1262;LAC;LAC @ OKC;10/30/2018;L;240;110;35;74;47.3;7;20;35.0;33;43;76.7;6;32;38;18;6;7;25;26;-18
1263;OKC;OKC vs. LAC;10/30/2018;W;240;128;48;94;51.1;9;17;52.9;23;32;71.9;9;32;41;19;16;6;17;35;18
1264;MEM;MEM vs. WAS;10/30/2018;W;240;107;36;74;48.6;13;28;46.4;22;31;71.0;6;32;38;28;16;3;17;20;12
1265;WAS;WAS @ MEM;10/30/2018;L;240;95;32;74;43.2;14;35;40.0;17;20;85.0;5;32;37;24;9;7;20;22;-12
1266;TOR;TOR vs. PHI;10/30/2018;W;240;129;47;92;51.1;11;27;40.7;24;28;85.7;9;34;43;29;13;6;16;26;17
1267;PHI;PHI @ TOR;10/30/2018;L;240;112;38;91;41.8;14;40;35.0;22;30;73.3;17;30;47;25;7;5;23;24;-17
1268;MIA;MIA @ CHA;10/30/2018;L;240;113;41;87;47.1;11;28;39.3;20;24;83.3;10;24;34;25;9;5;15;26;-12
1269;CHA;CHA vs. MIA;10/30/2018;W;240;125;44;81;54.3;13;28;46.4;24;29;82.8;8;31;39;27;7;5;14;26;12
1270;ORL;ORL vs. SAC;10/30/2018;L;240;99;36;91;39.6;11;43;25.6;16;22;72.7;11;37;48;28;10;8;17;22;-8
1271;SAC;SAC @ ORL;10/30/2018;W;240;107;41;84;48.8;8;22;36.4;17;26;65.4;8;43;51;22;8;6;15;20;8
1272;POR;POR @ HOU;10/30/2018;W;240;104;38;80;47.5;8;20;40.0;20;23;87.0;7;44;51;17;4;4;20;19;19
1273;HOU;HOU vs. POR;10/30/2018;L;240;85;31;96;32.3;10;43;23.3;13;23;56.5;20;29;49;18;7;9;12;25;-19
1274;ATL;ATL @ CLE;10/30/2018;L;240;114;44;82;53.7;15;35;42.9;11;17;64.7;6;33;39;25;6;8;23;29;-22
1275;CLE;CLE vs. ATL;10/30/2018;W;240;136;45;90;50.0;13;25;52.0;33;43;76.7;13;35;48;23;13;1;13;20;22
1276;BOS;BOS vs. DET;10/30/2018;W;240;108;37;84;44.0;9;31;29.0;25;32;78.1;8;38;46;25;8;4;14;20;3
1277;DET;DET @ BOS;10/30/2018;L;240;105;37;88;42.0;8;30;26.7;23;27;85.2;11;39;50;17;6;3;17;28;-3
1278;LAL;LAL @ MIN;10/29/2018;L;240;120;49;104;47.1;12;33;36.4;10;15;66.7;17;31;48;24;8;8;18;24;-4
1279;MIN;MIN vs. LAL;10/29/2018;W;240;124;42;98;42.9;14;29;48.3;26;30;86.7;20;31;51;26;11;12;15;14;4
1280;NOP;NOP @ DEN;10/29/2018;L;240;111;43;82;52.4;11;24;45.8;14;20;70.0;7;37;44;28;8;5;22;25;-5
1281;DEN;DEN vs. NOP;10/29/2018;W;240;116;42;93;45.2;11;35;31.4;21;23;91.3;9;32;41;28;14;5;13;17;5
1282;MIL;MIL vs. TOR;10/29/2018;W;240;124;45;92;48.9;19;45;42.2;15;19;78.9;8;49;57;28;5;4;17;21;15
1283;TOR;TOR @ MIL;10/29/2018;L;240;109;39;103;37.9;9;45;20.0;22;28;78.6;15;36;51;25;9;7;10;19;-15
1284;POR;POR @ IND;10/29/2018;W;240;103;38;78;48.7;10;26;38.5;17;18;94.4;9;41;50;19;3;3;18;23;10
1285;IND;IND vs. POR;10/29/2018;L;240;93;37;90;41.1;6;19;31.6;13;20;65.0;7;28;35;19;8;5;9;20;-10
1286;MIA;MIA vs. SAC;10/29/2018;L;240;113;38;92;41.3;13;39;33.3;24;34;70.6;13;39;52;20;10;9;18;21;-10
1287;SAC;SAC @ MIA;10/29/2018;W;240;123;48;97;49.5;12;26;46.2;15;25;60.0;9;37;46;28;8;8;14;23;10
1288;BKN;BKN @ NYK;10/29/2018;L;240;96;34;84;40.5;11;38;28.9;17;22;77.3;11;21;32;22;6;7;10;20;-19
1289;NYK;NYK vs. BKN;10/29/2018;W;240;115;45;92;48.9;9;24;37.5;16;18;88.9;16;37;53;21;5;3;16;21;19
1290;CHI;CHI vs. GSW;10/29/2018;L;240;124;46;94;48.9;11;35;31.4;21;34;61.8;12;32;44;25;6;3;9;19;-25
1291;GSW;GSW @ CHI;10/29/2018;W;240;149;53;96;55.2;24;45;53.3;19;26;73.1;8;41;49;34;9;7;7;29;25
1292;DAL;DAL @ SAS;10/29/2018;L;265;108;43;91;47.3;10;34;29.4;12;17;70.6;8;41;49;15;9;3;23;21;-5
1293;SAS;SAS vs. DAL;10/29/2018;W;265;113;42;91;46.2;9;20;45.0;20;21;95.2;5;36;41;27;17;2;17;19;5
1294;PHI;PHI vs. ATL;10/29/2018;W;240;113;41;99;41.4;14;47;29.8;17;18;94.4;16;48;64;33;7;9;19;22;21
1295;ATL;ATL @ PHI;10/29/2018;L;240;92;35;94;37.2;8;37;21.6;14;21;66.7;10;37;47;20;10;3;15;18;-21
1296;PHX;PHX @ OKC;10/28/2018;L;240;110;38;86;44.2;8;27;29.6;26;27;96.3;10;34;44;21;10;3;22;32;-7
1297;OKC;OKC vs. PHX;10/28/2018;W;240;117;43;85;50.6;7;24;29.2;24;35;68.6;9;34;43;22;16;3;15;24;7
1298;UTA;UTA @ DAL;10/28/2018;W;240;113;42;80;52.5;10;25;40.0;19;22;86.4;8;35;43;25;8;6;18;27;9
1299;DAL;DAL vs. UTA;10/28/2018;L;240;104;38;91;41.8;9;28;32.1;19;25;76.0;12;31;43;24;6;3;13;19;-9
1300;LAC;LAC vs. WAS;10/28/2018;W;240;136;56;103;54.4;16;29;55.2;8;13;61.5;14;43;57;35;7;9;15;25;32
1301;WAS;WAS @ LAC;10/28/2018;L;240;104;38;97;39.2;5;27;18.5;23;28;82.1;14;31;45;18;7;3;14;16;-32
1302;GSW;GSW @ BKN;10/28/2018;W;240;120;44;89;49.4;11;33;33.3;21;24;87.5;12;35;47;28;11;7;12;16;6
1303;BKN;BKN vs. GSW;10/28/2018;L;240;114;42;87;48.3;20;42;47.6;10;15;66.7;5;32;37;28;5;3;15;20;-6
1304;UTA;UTA @ NOP;10/27/2018;W;240;132;46;88;52.3;10;32;31.3;30;37;81.1;6;37;43;32;7;7;13;26;21
1305;NOP;NOP vs. UTA;10/27/2018;L;240;111;40;95;42.1;9;34;26.5;22;29;75.9;11;29;40;22;4;5;16;32;-21
1306;MEM;MEM vs. PHX;10/27/2018;W;240;117;44;79;55.7;9;26;34.6;20;22;90.9;3;36;39;30;12;1;12;21;21
1307;PHX;PHX @ MEM;10/27/2018;L;240;96;36;78;46.2;9;33;27.3;15;19;78.9;5;30;35;28;5;1;19;25;-21
1308;MIL;MIL vs. ORL;10/27/2018;W;240;113;41;82;50.0;10;30;33.3;21;23;91.3;6;51;57;24;6;7;21;19;22
1309;ORL;ORL @ MIL;10/27/2018;L;240;91;33;101;32.7;10;43;23.3;15;17;88.2;11;30;41;21;9;6;11;22;-22
1310;CHI;CHI @ ATL;10/27/2018;W;240;97;36;83;43.4;12;33;36.4;13;16;81.3;8;44;52;25;14;6;23;21;12
1311;ATL;ATL vs. CHI;10/27/2018;L;240;85;27;84;32.1;12;40;30.0;19;23;82.6;11;37;48;20;9;8;22;13;-12
1312;DET;DET vs. BOS;10/27/2018;L;240;89;33;89;37.1;7;37;18.9;16;20;80.0;6;41;47;16;4;3;11;24;-20
1313;BOS;BOS @ DET;10/27/2018;W;240;109;39;86;45.3;14;34;41.2;17;25;68.0;8;46;54;25;4;8;13;26;20
1314;MIA;MIA vs. POR;10/27/2018;W;240;120;44;96;45.8;15;39;38.5;17;26;65.4;16;40;56;21;7;8;13;21;9
1315;POR;POR @ MIA;10/27/2018;L;240;111;37;88;42.0;12;33;36.4;25;28;89.3;8;34;42;14;7;8;9;25;-9
1316;CLE;CLE vs. IND;10/27/2018;L;240;107;40;86;46.5;7;25;28.0;20;22;90.9;16;23;39;21;9;2;18;20;-12
1317;IND;IND @ CLE;10/27/2018;W;240;119;48;74;64.9;5;13;38.5;18;26;69.2;4;20;24;28;13;3;15;15;12
1318;LAL;LAL @ SAS;10/27/2018;L;240;106;41;86;47.7;13;33;39.4;11;18;61.1;7;35;42;19;5;5;17;25;-4
1319;SAS;SAS vs. LAL;10/27/2018;W;240;110;44;91;48.4;3;16;18.8;19;24;79.2;12;37;49;20;7;5;13;17;4
1320;PHI;PHI vs. CHA;10/27/2018;W;240;105;35;91;38.5;10;28;35.7;25;30;83.3;14;42;56;18;4;8;11;23;2
1321;CHA;CHA @ PHI;10/27/2018;L;240;103;37;95;38.9;9;35;25.7;20;24;83.3;9;39;48;19;3;8;9;25;-2
1322;BKN;BKN @ NOP;10/26/2018;L;240;115;43;98;43.9;19;40;47.5;10;15;66.7;16;38;54;26;6;8;21;22;-2
1323;NOP;NOP vs. BKN;10/26/2018;W;240;117;44;98;44.9;9;23;39.1;20;26;76.9;15;31;46;23;11;11;11;20;2
1324;DAL;DAL @ TOR;10/26/2018;L;240;107;38;92;41.3;12;30;40.0;19;24;79.2;10;34;44;22;6;6;15;17;-9
1325;TOR;TOR vs. DAL;10/26/2018;W;240;116;44;91;48.4;11;27;40.7;17;20;85.0;12;38;50;23;10;5;13;22;9
1326;CHA;CHA vs. CHI;10/26/2018;W;240;135;53;93;57.0;14;32;43.8;15;16;93.8;11;39;50;30;10;10;12;18;29
1327;CHI;CHI @ CHA;10/26/2018;L;240;106;37;85;43.5;16;36;44.4;16;22;72.7;8;26;34;21;5;7;14;16;-29
1328;MIL;MIL @ MIN;10/26/2018;W;240;125;49;92;53.3;19;46;41.3;8;11;72.7;7;55;62;32;4;8;18;23;30
1329;MIN;MIN vs. MIL;10/26/2018;L;240;95;36;112;32.1;10;43;23.3;13;18;72.2;17;32;49;19;10;6;8;15;-30
1330;SAC;SAC vs. WAS;10/26/2018;W;240;116;44;95;46.3;14;37;37.8;14;23;60.9;14;39;53;25;8;4;19;18;4
1331;WAS;WAS @ SAC;10/26/2018;L;240;112;40;86;46.5;14;42;33.3;18;23;78.3;5;37;42;22;8;7;21;27;-4
1332;HOU;HOU vs. LAC;10/26/2018;L;240;113;38;98;38.8;15;41;36.6;22;25;88.0;16;26;42;21;11;7;13;27;-20
1333;LAC;LAC @ HOU;10/26/2018;W;240;133;43;79;54.4;12;23;52.2;35;38;92.1;5;39;44;17;8;4;16;21;20
1334;GSW;GSW @ NYK;10/26/2018;W;240;128;51;87;58.6;16;33;48.5;10;12;83.3;6;33;39;26;10;6;14;16;28
1335;NYK;NYK vs. GSW;10/26/2018;L;240;100;39;90;43.3;13;39;33.3;9;12;75.0;11;29;40;17;6;1;20;18;-28
1336;OKC;OKC vs. BOS;10/25/2018;L;240;95;37;94;39.4;7;28;25.0;14;25;56.0;16;41;57;19;5;6;16;27;-6
1337;BOS;BOS @ OKC;10/25/2018;W;240;101;33;86;38.4;11;32;34.4;24;33;72.7;10;35;45;19;7;1;12;27;6
1338;ORL;ORL vs. POR;10/25/2018;L;240;114;43;86;50.0;12;30;40.0;16;20;80.0;11;29;40;29;5;7;14;21;-14
1339;POR;POR @ ORL;10/25/2018;W;240;128;48;87;55.2;11;27;40.7;21;26;80.8;12;32;44;24;6;6;11;22;14
1340;DET;DET vs. CLE;10/25/2018;W;240;110;41;78;52.6;11;28;39.3;17;29;58.6;13;35;48;21;4;5;20;21;7
1341;CLE;CLE @ DET;10/25/2018;L;240;103;41;89;46.1;8;24;33.3;13;15;86.7;7;23;30;18;11;1;9;25;-7
1342;DEN;DEN @ LAL;10/25/2018;L;240;114;46;92;50.0;6;23;26.1;16;20;80.0;10;34;44;22;8;5;19;22;-7
1343;LAL;LAL vs. DEN;10/25/2018;W;240;121;46;92;50.0;10;29;34.5;19;23;82.6;9;33;42;27;13;3;14;19;7
1344;TOR;TOR vs. MIN;10/24/2018;W;240;112;46;89;51.7;11;32;34.4;9;12;75.0;11;33;44;26;9;8;17;18;7
1345;MIN;MIN @ TOR;10/24/2018;L;240;105;40;96;41.7;15;30;50.0;10;16;62.5;16;28;44;25;10;5;16;17;-7
1346;SAC;SAC vs. MEM;10/24/2018;W;240;97;35;83;42.2;6;18;33.3;21;33;63.6;15;42;57;19;7;5;17;15;5
1347;MEM;MEM @ SAC;10/24/2018;L;240;92;36;94;38.3;10;37;27.0;10;13;76.9;13;36;49;18;7;6;15;25;-5
1348;PHI;PHI @ MIL;10/24/2018;L;240;108;38;92;41.3;11;34;32.4;21;30;70.0;8;42;50;29;4;5;16;27;-15
1349;MIL;MIL vs. PHI;10/24/2018;W;240;123;41;100;41.0;13;43;30.2;28;30;93.3;9;42;51;24;7;10;11;27;15
1350;ATL;ATL vs. DAL;10/24/2018;W;240;111;37;91;40.7;15;38;39.5;22;31;71.0;10;44;54;28;6;6;15;26;7
1351;DAL;DAL @ ATL;10/24/2018;L;240;104;38;91;41.8;12;40;30.0;16;26;61.5;9;43;52;25;7;9;17;27;-7
1352;MIA;MIA vs. NYK;10/24/2018;W;240;110;39;82;47.6;13;29;44.8;19;28;67.9;4;47;51;24;7;5;13;15;23
1353;NYK;NYK @ MIA;10/24/2018;L;240;87;33;91;36.3;12;33;36.4;9;14;64.3;10;35;45;20;5;3;12;23;-23
1354;HOU;HOU vs. UTA;10/24/2018;L;240;89;35;87;40.2;11;40;27.5;8;14;57.1;10;25;35;16;12;5;17;23;-11
1355;UTA;UTA @ HOU;10/24/2018;W;240;100;34;78;43.6;10;29;34.5;22;28;78.6;9;38;47;21;7;5;19;21;11
1356;CLE;CLE vs. BKN;10/24/2018;L;240;86;34;89;38.2;3;18;16.7;15;16;93.8;16;37;53;18;5;2;15;19;-16
1357;BKN;BKN @ CLE;10/24/2018;W;240;102;38;87;43.7;14;34;41.2;12;15;80.0;8;36;44;23;8;1;14;16;16
1358;PHX;PHX vs. LAL;10/24/2018;L;240;113;44;84;52.4;10;31;32.3;15;21;71.4;9;35;44;27;4;4;20;23;-18
1359;LAL;LAL @ PHX;10/24/2018;W;240;131;52;100;52.0;10;28;35.7;17;23;73.9;11;32;43;34;13;5;8;19;18
1360;CHI;CHI vs. CHA;10/24/2018;W;240;112;37;77;48.1;10;29;34.5;28;35;80.0;9;36;45;21;4;5;14;24;2
1361;CHA;CHA @ CHI;10/24/2018;L;240;110;37;85;43.5;10;35;28.6;26;29;89.7;8;28;36;23;5;5;8;20;-2
1362;WAS;WAS @ GSW;10/24/2018;L;240;122;42;93;45.2;12;42;28.6;26;28;92.9;7;27;34;22;7;1;12;24;-22
1363;GSW;GSW vs. WAS;10/24/2018;W;240;144;53;92;57.6;15;33;45.5;23;25;92.0;10;38;48;37;6;5;18;22;22
1364;SAS;SAS vs. IND;10/24/2018;L;240;96;35;87;40.2;6;19;31.6;20;21;95.2;15;31;46;16;3;3;13;16;-20
1365;IND;IND @ SAS;10/24/2018;W;240;116;46;87;52.9;17;32;53.1;7;8;87.5;5;35;40;34;9;5;10;22;20
1366;NOP;NOP vs. LAC;10/23/2018;W;240;116;40;93;43.0;6;24;25.0;30;40;75.0;12;36;48;22;12;8;8;24;7
1367;LAC;LAC @ NOP;10/23/2018;L;240;109;41;87;47.1;5;20;25.0;22;27;81.5;9;38;47;18;5;4;17;26;-7
1368;DEN;DEN vs. SAC;10/23/2018;W;240;126;51;99;51.5;11;30;36.7;13;15;86.7;15;34;49;31;11;3;12;22;14
1369;SAC;SAC @ DEN;10/23/2018;L;240;112;45;86;52.3;13;31;41.9;9;20;45.0;9;30;39;29;7;6;16;17;-14
1370;PHI;PHI @ DET;10/23/2018;L;265;132;49;98;50.0;14;43;32.6;20;28;71.4;8;40;48;32;3;8;11;24;-1
1371;DET;DET vs. PHI;10/23/2018;W;265;133;51;108;47.2;12;33;36.4;19;27;70.4;12;34;46;22;4;4;8;24;1
1372;CHA;CHA @ TOR;10/22/2018;L;240;106;41;97;42.3;9;28;32.1;15;18;83.3;14;27;41;21;5;5;12;14;-21
1373;TOR;TOR vs. CHA;10/22/2018;W;240;127;50;87;57.5;15;39;38.5;12;14;85.7;5;41;46;36;10;8;15;21;21
1374;MIN;MIN vs. IND;10/22/2018;W;240;101;36;85;42.4;7;33;21.2;22;24;91.7;8;39;47;24;9;12;15;17;10
1375;IND;IND @ MIN;10/22/2018;L;240;91;36;92;39.1;8;26;30.8;11;16;68.8;12;33;45;18;6;6;15;24;-10
1376;NYK;NYK @ MIL;10/22/2018;L;240;113;45;99;45.5;10;29;34.5;13;15;86.7;11;32;43;22;6;2;12;21;-11
1377;MIL;MIL vs. NYK;10/22/2018;W;240;124;45;96;46.9;17;40;42.5;17;24;70.8;19;36;55;27;5;9;15;18;11
1378;UTA;UTA vs. MEM;10/22/2018;L;240;84;29;82;35.4;8;32;25.0;18;23;78.3;10;40;50;18;6;6;15;22;-8
1379;MEM;MEM @ UTA;10/22/2018;W;240;92;31;84;36.9;9;28;32.1;21;26;80.8;7;36;43;18;10;2;11;22;8
1380;WAS;WAS @ POR;10/22/2018;W;265;125;46;110;41.8;15;37;40.5;18;26;69.2;12;42;54;23;6;7;10;27;1
1381;POR;POR vs. WAS;10/22/2018;L;265;124;43;108;39.8;11;39;28.2;27;31;87.1;17;53;70;22;6;4;20;22;-1
1382;CHI;CHI @ DAL;10/22/2018;L;240;109;41;80;51.3;13;23;56.5;14;21;66.7;7;27;34;18;6;4;19;29;-6
1383;DAL;DAL vs. CHI;10/22/2018;W;240;115;40;93;43.0;15;47;31.9;20;21;95.2;13;28;41;25;8;2;16;16;6
1384;ORL;ORL @ BOS;10/22/2018;W;240;93;38;93;40.9;10;35;28.6;7;10;70.0;8;41;49;28;6;2;9;15;3
1385;BOS;BOS vs. ORL;10/22/2018;L;240;90;37;91;40.7;9;40;22.5;7;9;77.8;9;42;51;21;6;3;12;15;-3
1386;SAS;SAS @ LAL;10/22/2018;W;265;143;50;97;51.5;15;28;53.6;28;38;73.7;10;37;47;32;9;3;9;26;1
1387;LAL;LAL vs. SAS;10/22/2018;L;265;142;55;107;51.4;14;39;35.9;18;26;69.2;13;39;52;33;5;6;15;29;-1
1388;GSW;GSW vs. PHX;10/22/2018;W;240;123;45;88;51.1;14;37;37.8;19;26;73.1;7;33;40;35;12;4;14;24;20
1389;PHX;PHX @ GSW;10/22/2018;L;240;103;39;86;45.3;9;34;26.5;16;18;88.9;12;33;45;24;8;1;21;21;-20
1390;SAC;SAC @ OKC;10/21/2018;W;240;131;50;91;54.9;10;22;45.5;21;28;75.0;12;34;46;28;11;7;20;26;11
1391;OKC;OKC vs. SAC;10/21/2018;L;240;120;46;104;44.2;9;39;23.1;19;30;63.3;18;33;51;23;11;9;18;29;-11
1392;GSW;GSW @ DEN;10/21/2018;L;240;98;36;79;45.6;7;29;24.1;19;24;79.2;6;34;40;22;4;6;19;29;-2
1393;DEN;DEN vs. GSW;10/21/2018;W;240;100;35;86;40.7;6;32;18.8;24;42;57.1;13;34;47;21;11;4;10;22;2
1394;HOU;HOU @ LAC;10/21/2018;L;240;112;43;89;48.3;15;35;42.9;11;15;73.3;6;29;35;28;6;6;12;23;-3
1395;LAC;LAC vs. HOU;10/21/2018;W;240;115;42;89;47.2;5;25;20.0;26;26;100;12;37;49;22;8;7;13;16;3
1396;CLE;CLE vs. ATL;10/21/2018;L;240;111;46;99;46.5;10;27;37.0;9;14;64.3;15;34;49;23;5;2;18;25;-22
1397;ATL;ATL @ CLE;10/21/2018;W;240;133;48;98;49.0;22;47;46.8;15;19;78.9;9;35;44;32;9;7;12;21;22
1398;WAS;WAS vs. TOR;10/20/2018;L;240;113;37;89;41.6;13;39;33.3;26;32;81.3;9;28;37;20;11;9;11;27;-4
1399;TOR;TOR @ WAS;10/20/2018;W;240;117;39;88;44.3;10;29;34.5;29;36;80.6;14;38;52;21;5;5;17;29;4
1400;DEN;DEN vs. PHX;10/20/2018;W;240;119;43;85;50.6;9;28;32.1;24;29;82.8;9;45;54;28;12;6;18;31;28
1401;PHX;PHX @ DEN;10/20/2018;L;240;91;29;77;37.7;11;39;28.2;22;35;62.9;10;30;40;20;6;4;19;26;-28
1402;BKN;BKN @ IND;10/20/2018;L;240;112;41;86;47.7;16;37;43.2;14;22;63.6;9;31;40;25;6;6;20;18;-20
1403;IND;IND vs. BKN;10/20/2018;W;240;132;51;92;55.4;16;24;66.7;14;22;63.6;10;30;40;21;12;5;11;18;20
1404;POR;POR vs. SAS;10/20/2018;W;240;121;45;84;53.6;15;32;46.9;16;19;84.2;8;38;46;24;5;3;12;14;13
1405;SAS;SAS @ POR;10/20/2018;L;240;108;42;100;42.0;13;30;43.3;11;14;78.6;15;25;40;29;5;4;6;17;-13
1406;MIN;MIN @ DAL;10/20/2018;L;240;136;44;84;52.4;14;27;51.9;34;40;85.0;6;27;33;23;10;3;17;30;-4
1407;DAL;DAL vs. MIN;10/20/2018;W;240;140;49;98;50.0;17;50;34.0;25;34;73.5;15;27;42;29;8;8;16;28;4
1408;CHA;CHA @ MIA;10/20/2018;W;240;113;41;93;44.1;16;42;38.1;15;23;65.2;12;28;40;23;6;12;12;27;1
1409;MIA;MIA vs. CHA;10/20/2018;L;240;112;41;89;46.1;11;34;32.4;19;27;70.4;12;37;49;21;4;11;16;27;-1
1410;NYK;NYK vs. BOS;10/20/2018;L;240;101;36;87;41.4;12;35;34.3;17;27;63.0;11;35;46;23;8;1;16;25;-2
1411;BOS;BOS @ NYK;10/20/2018;W;240;103;33;82;40.2;9;25;36.0;28;33;84.8;11;36;47;21;8;2;15;26;2
1412;CHI;CHI vs. DET;10/20/2018;L;240;116;44;87;50.6;7;21;33.3;21;26;80.8;5;36;41;26;4;3;11;20;-2
1413;DET;DET @ CHI;10/20/2018;W;240;118;41;101;40.6;18;40;45.0;18;23;78.3;18;31;49;21;4;4;10;23;2
1414;HOU;HOU @ LAL;10/20/2018;W;240;124;44;96;45.8;16;42;38.1;20;30;66.7;13;41;54;22;7;4;18;21;9
1415;LAL;LAL vs. HOU;10/20/2018;L;240;115;48;100;48.0;8;32;25.0;11;18;61.1;9;35;44;28;8;10;11;21;-9
1416;PHI;PHI vs. ORL;10/20/2018;W;240;116;45;94;47.9;17;33;51.5;9;10;90.0;13;33;46;33;8;3;10;21;1
1417;ORL;ORL @ PHI;10/20/2018;L;240;115;41;90;45.6;16;29;55.2;17;22;77.3;14;35;49;31;7;7;16;15;-1
1418;NOP;NOP vs. SAC;10/19/2018;W;240;149;56;95;58.9;16;31;51.6;21;33;63.6;12;40;52;35;6;4;16;25;20
1419;SAC;SAC @ NOP;10/19/2018;L;240;129;50;96;52.1;10;25;40.0;19;26;73.1;9;30;39;24;6;2;13;26;-20
1420;MEM;MEM vs. ATL;10/19/2018;W;240;131;44;81;54.3;13;26;50.0;30;43;69.8;7;34;41;32;9;4;17;29;14
1421;ATL;ATL @ MEM;10/19/2018;L;240;117;41;83;49.4;14;30;46.7;21;36;58.3;11;29;40;27;9;5;19;31;-14
1422;TOR;TOR vs. BOS;10/19/2018;W;240;113;43;92;46.7;13;35;37.1;14;19;73.7;12;37;49;24;3;3;13;19;12
1423;BOS;BOS @ TOR;10/19/2018;L;240;101;40;99;40.4;14;36;38.9;7;10;70.0;16;33;49;29;4;6;16;27;-12
1424;CLE;CLE @ MIN;10/19/2018;L;240;123;45;93;48.4;8;23;34.8;25;29;86.2;13;30;43;26;5;2;14;24;-8
1425;MIN;MIN vs. CLE;10/19/2018;W;240;131;44;87;50.6;10;25;40.0;33;35;94.3;9;31;40;28;9;7;14;21;8
1426;MIL;MIL vs. IND;10/19/2018;W;240;118;44;93;47.3;17;46;37.0;13;21;61.9;11;39;50;27;9;8;17;26;17
1427;IND;IND @ MIL;10/19/2018;L;240;101;38;87;43.7;6;18;33.3;19;27;70.4;9;32;41;14;7;3;17;25;-17
1428;GSW;GSW @ UTA;10/19/2018;W;240;124;49;87;56.3;10;19;52.6;16;18;88.9;8;35;43;27;10;6;16;23;1
1429;UTA;UTA vs. GSW;10/19/2018;L;240;123;40;89;44.9;19;46;41.3;24;29;82.8;10;28;38;24;11;4;17;19;-1
1430;OKC;OKC @ LAC;10/19/2018;L;240;92;34;95;35.8;7;33;21.2;17;23;73.9;15;37;52;18;5;4;13;29;-16
1431;LAC;LAC vs. OKC;10/19/2018;W;240;108;35;81;43.2;11;26;42.3;27;36;75.0;10;38;48;21;3;3;15;24;16
1432;CHA;CHA @ ORL;10/19/2018;W;240;120;43;92;46.7;17;38;44.7;17;20;85.0;12;43;55;32;6;4;16;17;32
1433;ORL;ORL vs. CHA;10/19/2018;L;240;88;36;94;38.3;6;31;19.4;10;14;71.4;12;32;44;18;8;7;18;16;-32
1434;NYK;NYK @ BKN;10/19/2018;L;240;105;39;97;40.2;9;28;32.1;18;20;90.0;12;24;36;14;10;1;3;19;-2
1435;BKN;BKN vs. NYK;10/19/2018;W;240;107;37;75;49.3;12;30;40.0;21;24;87.5;12;43;55;22;2;6;22;23;2
1436;MIA;MIA @ WAS;10/18/2018;W;240;113;38;97;39.2;12;35;34.3;25;34;73.5;22;33;55;25;6;5;19;26;1
1437;WAS;WAS vs. MIA;10/18/2018;L;240;112;38;81;46.9;7;26;26.9;29;39;74.4;7;33;40;19;7;15;14;31;-1
